"Geography Type","Geography Name","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness"
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Anus",1,17,13,4,0,0,0,10,77.778
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Bladder",145,72,28,49,0,0,393,72,38.735
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Bowel",233,307,329,329,0,0,2,106,91.73
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Breast",676,648,157,94,0,0,15,97,93.361
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Cervix",30,24,9,16,0,0,0,45,63.71
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Head and neck",52,37,21,120,0,0,2,198,53.488
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Kidney",159,30,48,76,0,0,1,76,80.256
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Lung",356,151,306,898,0,0,8,124,92.838
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Oesophagus",19,28,78,66,0,0,0,133,58.951
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Other",185,129,145,338,18,3,1433,851,26.37
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Ovary",77,11,85,42,0,0,27,46,74.653
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Pancreas",2,7,3,133,0,0,2,161,47.078
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Prostate",424,247,410,318,0,0,1,144,90.609
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Renal pelvis and ureter",6,7,10,25,0,0,34,15,49.485
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Skin cancer",279,61,51,13,0,0,20,27,89.579
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Testes",59,7,1,4,0,0,4,13,80.682
"Cancer Alliance","West Yorkshire and Harrogate",2013,"Uterus",201,17,32,13,0,0,2,18,92.933
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Anus",7,12,12,5,0,0,0,7,83.721
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Bladder",171,60,25,63,0,0,405,37,41.919
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Bowel",234,310,348,308,0,0,1,91,92.879
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Breast",757,636,155,82,0,0,7,93,94.22
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Cervix",19,11,1,10,0,0,2,91,30.597
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Head and neck",89,45,48,176,0,0,3,60,85.036
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Kidney",194,32,70,87,0,0,1,40,90.33
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Lung",392,154,390,825,0,0,11,74,95.395
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Oesophagus",32,46,110,85,0,0,4,44,85.047
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Other",213,182,167,402,17,1,1415,761,31.096
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Ovary",90,12,116,43,0,0,14,27,86.424
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Pancreas",3,26,2,161,0,0,1,134,58.716
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Prostate",356,229,384,324,0,0,1,105,92.423
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Renal pelvis and ureter",5,12,12,17,0,0,21,16,55.422
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Skin cancer",279,75,56,9,0,0,18,27,90.302
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Testes",53,10,0,7,0,0,2,9,86.42
"Cancer Alliance","West Yorkshire and Harrogate",2014,"Uterus",197,24,36,26,0,0,4,17,93.092
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Anus",6,15,22,5,0,0,1,12,78.689
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Bladder",169,70,21,74,0,0,384,44,43.832
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Bowel",239,328,413,324,0,0,0,110,92.221
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Breast",758,695,171,79,0,0,4,80,95.299
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Cervix",23,14,5,9,0,0,0,58,46.789
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Head and neck",76,44,47,198,0,0,9,40,88.164
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Kidney",169,27,42,66,0,0,3,72,80.211
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Lung",378,147,359,867,0,0,7,70,95.788
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Oesophagus",26,43,98,97,0,0,1,42,85.993
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Other",190,150,189,386,18,0,1515,769,29.002
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Ovary",89,9,96,41,0,0,14,25,85.766
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Pancreas",6,21,10,173,0,0,0,106,66.456
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Prostate",395,224,419,332,0,0,4,169,88.788
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Renal pelvis and ureter",14,10,14,21,0,0,36,18,52.212
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Skin cancer",290,108,43,16,0,0,11,38,90.316
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Testes",67,13,3,5,0,0,1,3,95.652
"Cancer Alliance","West Yorkshire and Harrogate",2015,"Uterus",217,16,32,17,0,0,0,12,95.918
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Anus",8,11,26,4,0,0,1,5,89.091
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Bladder",147,79,27,60,0,0,400,33,41.957
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Bowel",270,301,368,339,0,0,0,96,93.013
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Breast",783,639,168,91,0,0,8,83,94.865
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Cervix",11,15,14,12,0,0,1,68,42.975
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Head and neck",91,58,45,224,0,0,8,24,92.889
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Kidney",173,38,69,84,0,0,1,51,87.5
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Lung",455,169,362,838,0,0,4,62,96.508
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Oesophagus",25,36,110,87,0,0,0,42,86
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Other",211,174,178,416,75,19,1546,599,33.344
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Ovary",83,16,94,59,0,0,13,25,86.897
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Pancreas",25,41,41,184,0,0,0,57,83.621
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Prostate",398,180,468,347,0,0,3,123,91.705
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Renal pelvis and ureter",18,3,14,18,0,0,42,18,46.903
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Skin cancer",324,102,51,16,0,0,14,36,90.792
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Testes",67,2,1,1,0,0,1,4,93.421
"Cancer Alliance","West Yorkshire and Harrogate",2016,"Uterus",206,22,41,23,0,0,0,20,93.59
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Anus",15,10,21,6,0,0,2,5,88.136
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Bladder",196,98,34,76,0,0,353,31,51.269
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Bowel",249,286,409,322,0,0,2,95,92.883
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Breast",740,636,166,93,0,0,4,91,94.509
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Cervix",22,22,5,9,0,0,1,51,52.727
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Head and neck",85,33,67,233,0,0,3,34,91.868
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Kidney",195,28,55,69,0,0,3,47,87.406
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Lung",456,157,364,872,0,0,4,91,95.113
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Oesophagus",39,41,122,97,0,0,2,17,94.025
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Other",303,171,196,467,116,41,1633,429,38.558
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Ovary",74,12,94,68,0,0,18,32,83.221
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Pancreas",19,51,46,178,0,0,0,36,89.091
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Prostate",474,205,479,339,0,0,2,110,93.039
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Renal pelvis and ureter",11,6,5,20,0,0,42,15,42.424
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Skin cancer",324,100,45,14,0,0,28,34,88.624
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Testes",64,9,8,0,0,0,1,4,94.186
"Cancer Alliance","West Yorkshire and Harrogate",2017,"Uterus",206,14,31,28,0,0,4,14,93.939
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Anus",1,18,22,2,0,0,1,9,81.132
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Bladder",172,79,70,31,0,0,379,36,45.893
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Bowel",230,318,400,301,0,0,2,99,92.519
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Breast",742,651,173,82,0,0,4,172,90.351
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Cervix",31,29,5,12,0,0,0,45,63.115
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Head and neck",87,49,63,208,0,0,10,30,91.051
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Kidney",212,20,77,88,0,0,0,52,88.419
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Lung",473,171,405,851,0,0,2,66,96.545
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Oesophagus",30,32,104,147,0,0,0,62,83.467
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Other",352,178,221,425,152,47,1604,436,40.264
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Ovary",71,13,70,66,0,0,14,21,86.275
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Pancreas",34,38,57,198,0,0,0,45,87.903
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Prostate",576,222,606,427,0,0,3,172,91.276
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Renal pelvis and ureter",11,12,14,20,0,0,47,16,47.5
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Skin cancer",362,91,58,16,0,0,6,53,89.932
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Testes",74,7,6,1,0,0,2,6,91.667
"Cancer Alliance","West Yorkshire and Harrogate",2018,"Uterus",227,14,23,27,0,0,0,18,94.175
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Anus",5,15,19,1,0,0,2,5,85.106
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Bladder",140,74,46,26,0,0,400,121,35.44
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Bowel",260,279,414,273,0,0,1,261,82.392
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Breast",785,574,141,55,0,0,4,361,80.99
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Cervix",16,17,8,13,0,0,0,58,48.214
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Head and neck",103,64,58,119,0,0,2,90,78.899
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Kidney",177,34,58,60,0,0,1,143,69.556
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Lung",424,155,375,769,0,0,0,183,90.399
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Oesophagus",31,23,110,141,0,0,1,119,71.765
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Other",241,141,201,355,116,42,1866,728,29.702
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Ovary",74,9,89,58,0,0,10,58,77.181
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Pancreas",30,29,42,128,0,0,0,135,62.912
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Prostate",503,205,509,328,0,0,2,353,81.316
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Renal pelvis and ureter",10,5,8,15,0,0,52,23,33.628
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Skin cancer",400,91,52,19,0,0,15,101,82.891
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Testes",68,9,14,0,0,0,1,3,95.789
"Cancer Alliance","West Yorkshire and Harrogate",2019,"Uterus",202,12,33,21,0,0,1,27,90.541
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Anus",5,11,30,5,0,0,1,4,91.071
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Bladder",120,81,68,37,0,0,291,58,46.718
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Bowel",245,308,386,308,0,0,0,116,91.489
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Breast",551,578,173,87,0,0,6,141,90.43
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Cervix",41,15,22,9,0,0,0,6,93.548
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Head and neck",114,58,59,140,0,0,3,56,86.279
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Kidney",197,23,48,70,0,0,0,48,87.565
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Lung",378,117,319,795,0,0,4,117,93.006
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Oesophagus",14,26,97,114,0,0,1,70,77.95
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Other",294,158,193,435,92,29,1510,435,38.175
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Ovary",61,10,76,46,0,0,8,23,86.161
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Pancreas",45,39,61,186,0,0,0,31,91.436
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Prostate",480,164,391,334,0,0,2,163,89.244
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Renal pelvis and ureter",18,7,12,18,0,0,51,14,45.833
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Skin cancer",286,99,48,18,0,0,11,55,87.234
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Testes",69,8,5,0,0,0,0,3,96.471
"Cancer Alliance","West Yorkshire and Harrogate",2020,"Uterus",181,14,16,28,0,0,1,31,88.192
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Anus",5,16,26,8,0,0,0,0,100
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Bladder",123,80,82,48,0,0,384,119,39.833
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Bowel",370,326,498,332,0,0,0,111,93.219
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Breast",724,658,169,74,0,0,5,216,88.028
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Cervix",56,17,9,12,0,0,0,12,88.679
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Head and neck",130,91,96,186,0,0,3,50,90.468
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Kidney",186,25,60,70,0,0,0,103,76.802
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Lung",473,148,375,830,0,0,3,115,93.93
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Oesophagus",20,31,111,124,0,0,2,70,79.888
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Other",339,148,239,449,62,3,1800,626,33.824
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Ovary",68,9,98,59,0,0,7,36,84.477
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Pancreas",53,39,38,207,0,0,0,72,82.396
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Prostate",473,157,433,371,0,0,1,318,81.803
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Renal pelvis and ureter",10,7,16,27,0,0,52,18,46.154
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Skin cancer",325,94,69,20,0,0,10,117,80
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Testes",74,15,11,0,0,0,1,2,97.087
"Cancer Alliance","West Yorkshire and Harrogate",2021,"Uterus",231,20,35,26,0,0,0,26,92.308
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Anus",6,13,38,6,0,0,1,1,96.923
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Bladder",130,75,66,38,0,0,379,78,40.339
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Bowel",311,278,409,263,0,0,1,192,86.726
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Breast",712,622,147,73,0,0,5,318,82.792
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Cervix",55,17,23,12,0,0,0,21,83.594
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Head and neck",127,79,79,185,0,0,1,38,92.338
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Kidney",205,28,74,73,0,0,0,59,86.56
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Lung",488,150,362,819,0,0,2,174,91.178
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Oesophagus",16,34,110,126,0,0,2,101,73.522
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Other",309,130,208,411,54,6,1723,650,32.025
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Ovary",74,11,100,44,0,0,17,63,74.11
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Pancreas",49,44,39,159,0,0,0,93,75.781
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Prostate",617,224,617,344,0,0,3,459,79.594
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Renal pelvis and ureter",5,10,15,24,0,0,48,14,46.552
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Skin cancer",369,126,51,21,0,0,11,165,76.312
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Testes",68,19,7,0,0,0,4,7,89.524
"Cancer Alliance","West Yorkshire and Harrogate",2022,"Uterus",189,12,25,30,0,0,2,36,87.075
"Cancer Alliance","East Midlands",2013,"Anus",9,5,12,7,0,0,2,61,34.375
"Cancer Alliance","East Midlands",2013,"Bladder",196,122,25,87,0,0,747,298,29.153
"Cancer Alliance","East Midlands",2013,"Bowel",345,544,639,642,0,0,2,816,72.624
"Cancer Alliance","East Midlands",2013,"Breast",1492,1090,161,159,0,0,4,890,76.449
"Cancer Alliance","East Midlands",2013,"Cervix",46,20,4,19,0,0,0,128,41.014
"Cancer Alliance","East Midlands",2013,"Head and neck",55,39,40,219,0,0,10,371,48.093
"Cancer Alliance","East Midlands",2013,"Kidney",138,37,63,117,0,0,1,297,54.364
"Cancer Alliance","East Midlands",2013,"Lung",348,205,525,1354,0,0,14,607,79.659
"Cancer Alliance","East Midlands",2013,"Oesophagus",58,68,128,135,0,0,2,280,57.973
"Cancer Alliance","East Midlands",2013,"Other",202,168,194,620,53,6,2664,2311,19.99
"Cancer Alliance","East Midlands",2013,"Ovary",113,18,105,82,0,0,48,188,57.401
"Cancer Alliance","East Midlands",2013,"Pancreas",12,24,17,209,0,0,0,410,38.988
"Cancer Alliance","East Midlands",2013,"Prostate",972,681,453,529,0,0,4,925,73.934
"Cancer Alliance","East Midlands",2013,"Renal pelvis and ureter",8,6,12,19,0,0,41,79,27.273
"Cancer Alliance","East Midlands",2013,"Skin cancer",594,153,44,27,0,0,31,308,70.7
"Cancer Alliance","East Midlands",2013,"Testes",26,1,0,5,0,0,6,116,20.779
"Cancer Alliance","East Midlands",2013,"Uterus",408,43,52,34,0,0,4,127,80.389
"Cancer Alliance","East Midlands",2014,"Anus",13,17,15,8,0,0,2,39,56.383
"Cancer Alliance","East Midlands",2014,"Bladder",231,129,25,65,0,0,888,232,28.662
"Cancer Alliance","East Midlands",2014,"Bowel",365,621,794,662,0,0,2,465,83.946
"Cancer Alliance","East Midlands",2014,"Breast",1555,1261,242,196,0,0,5,696,82.276
"Cancer Alliance","East Midlands",2014,"Cervix",58,24,4,9,0,0,3,171,35.316
"Cancer Alliance","East Midlands",2014,"Head and neck",117,69,71,310,0,0,11,237,69.571
"Cancer Alliance","East Midlands",2014,"Kidney",202,53,92,142,0,0,1,254,65.726
"Cancer Alliance","East Midlands",2014,"Lung",461,216,602,1441,0,0,13,551,82.826
"Cancer Alliance","East Midlands",2014,"Oesophagus",62,86,164,192,0,0,2,175,74.009
"Cancer Alliance","East Midlands",2014,"Other",256,254,299,737,31,2,2543,1930,26.091
"Cancer Alliance","East Midlands",2014,"Ovary",129,15,124,75,0,0,46,214,56.882
"Cancer Alliance","East Midlands",2014,"Pancreas",28,50,43,299,0,0,0,299,58.414
"Cancer Alliance","East Midlands",2014,"Prostate",1016,629,530,605,0,0,4,662,80.673
"Cancer Alliance","East Midlands",2014,"Renal pelvis and ureter",6,8,18,18,0,0,59,63,29.07
"Cancer Alliance","East Midlands",2014,"Skin cancer",661,202,50,32,0,0,34,238,77.65
"Cancer Alliance","East Midlands",2014,"Testes",65,5,1,6,0,0,12,69,48.734
"Cancer Alliance","East Midlands",2014,"Uterus",503,45,73,30,0,0,2,125,83.676
"Cancer Alliance","East Midlands",2015,"Anus",5,15,32,16,0,0,5,20,73.118
"Cancer Alliance","East Midlands",2015,"Bladder",317,196,25,107,0,0,856,149,39.091
"Cancer Alliance","East Midlands",2015,"Bowel",444,678,844,702,0,0,4,369,87.734
"Cancer Alliance","East Midlands",2015,"Breast",1726,1408,273,196,0,0,6,373,90.482
"Cancer Alliance","East Midlands",2015,"Cervix",49,20,4,18,0,0,1,145,38.397
"Cancer Alliance","East Midlands",2015,"Head and neck",174,84,100,397,0,0,8,92,88.304
"Cancer Alliance","East Midlands",2015,"Kidney",259,76,112,168,0,0,4,153,79.663
"Cancer Alliance","East Midlands",2015,"Lung",448,215,593,1512,0,0,12,361,88.125
"Cancer Alliance","East Midlands",2015,"Oesophagus",103,100,235,220,0,0,1,80,89.039
"Cancer Alliance","East Midlands",2015,"Other",368,333,424,941,161,50,2744,1427,35.313
"Cancer Alliance","East Midlands",2015,"Ovary",147,34,179,88,0,0,23,94,79.292
"Cancer Alliance","East Midlands",2015,"Pancreas",37,76,50,387,0,0,0,181,75.239
"Cancer Alliance","East Midlands",2015,"Prostate",1098,644,574,694,0,0,6,415,87.73
"Cancer Alliance","East Midlands",2015,"Renal pelvis and ureter",20,8,15,37,0,0,63,27,47.059
