"Cancer.Alliance","mced_treated","cancer_grouping","cancer_grouping_label","time_granularity","period_label","min_monthNum","n_months","num_delayed","total_referrals","delay_rate","under_25pct_target","diff_from_25pct_target_pp","delay_rate_minus_did_estimate","adj_rate_under_25pct_target"
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,81,2298,3.52,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,127,1297,9.79,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,379,1780,21.29,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,190,1512,12.57,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,52,971,5.36,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,473,1780,26.57,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,102,1152,8.85,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,103,1900,5.42,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,362,2341,15.46,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,341,3399,10.03,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,113,1761,6.42,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,192,2172,8.84,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,238,3420,6.96,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,173,2364,7.32,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,345,2632,13.11,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,335,2293,14.61,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,43,1183,3.63,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,177,1853,9.55,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,112,1252,8.95,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,212,1760,12.05,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,30,899,3.34,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,107,2226,4.81,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,110,1331,8.26,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,616,1978,31.14,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,249,1797,13.86,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,44,1056,4.17,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,601,2212,27.17,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,106,1232,8.6,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,86,1923,4.47,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,431,2350,18.34,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,350,3611,9.69,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Aug 2022",17,1,116,1816,6.39,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,286,2129,13.43,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,246,3508,7.01,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,200,2407,8.31,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,385,2636,14.61,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,144,1520,9.47,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,60,1084,5.54,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,182,1825,9.97,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,100,1111,9,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,204,1660,12.29,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,43,996,4.32,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,122,2366,5.16,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,143,1350,10.59,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,958,2284,41.94,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,162,1596,10.15,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,63,1091,5.77,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,522,2160,24.17,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,98,1082,9.06,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,96,2009,4.78,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,629,2543,24.73,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,425,3685,11.53,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Sep 2022",18,1,70,1655,4.23,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,202,2214,9.12,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,203,3278,6.19,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,255,2329,10.95,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,321,2586,12.41,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,341,2145,15.9,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,49,1069,4.58,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,158,1908,8.28,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,126,1202,10.48,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,229,1861,12.31,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,39,898,4.34,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,106,2397,4.42,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,130,1537,8.46,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,756,2434,31.06,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,211,1708,12.35,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,32,1009,3.17,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,532,2166,24.56,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,68,761,8.94,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,106,1948,5.44,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,576,2513,22.92,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,363,3884,9.35,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2022",19,1,73,1685,4.33,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,302,2613,11.56,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,225,3579,6.29,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,333,2829,11.77,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,261,3065,8.52,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,329,2692,12.22,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,69,1224,5.64,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,242,2209,10.96,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,84,1219,6.89,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,209,1978,10.57,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,43,1122,3.83,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,140,2635,5.31,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,154,1661,9.27,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,309,2662,11.61,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,202,1795,11.25,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,56,1224,4.58,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,530,2358,22.48,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,125,1429,8.75,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,128,2100,6.1,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,599,2934,20.42,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,278,3932,7.07,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2022",20,1,70,1781,3.93,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,244,2033,12,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,256,3197,8.01,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,267,2231,11.97,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,228,2437,9.36,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,233,2188,10.65,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,57,1052,5.42,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,232,1715,13.53,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,62,1002,6.19,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,145,1546,9.38,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,54,1011,5.34,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,97,2271,4.27,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,76,1233,6.16,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,174,1884,9.24,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,213,1635,13.03,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,61,1021,5.97,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,564,1963,28.73,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,49,1121,4.37,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,148,1822,8.12,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,503,2334,21.55,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,300,3069,9.78,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2022",21,1,72,1517,4.75,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,286,2382,12.01,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,330,3579,9.22,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,580,2523,22.99,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,348,2737,12.71,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,256,2198,11.65,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,65,1197,5.43,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,268,1852,14.47,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,87,1156,7.53,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,274,1881,14.57,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,70,1019,6.87,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,135,2313,5.84,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,121,1415,8.55,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,241,2272,10.61,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,280,1793,15.62,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,75,1092,6.87,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,636,2215,28.71,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,64,1310,4.89,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,165,2021,8.16,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,507,2589,19.58,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,432,3818,11.31,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2023",22,1,83,1644,5.05,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,167,2284,7.31,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,183,3324,5.51,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,262,2752,9.52,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,234,2704,8.65,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,153,2311,6.62,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,42,1162,3.61,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,219,2036,10.76,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,51,1185,4.3,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,168,1820,9.23,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,66,1176,5.61,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,88,2472,3.56,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,88,1463,6.02,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,136,2112,6.44,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,177,1469,12.05,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,70,1111,6.3,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,393,2350,16.72,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,37,1348,2.74,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,94,1865,5.04,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,336,2498,13.45,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,250,3615,6.92,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2023",23,1,65,1759,3.7,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2023",24,1,294,2840,10.35,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2023",24,1,226,3835,5.89,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2023",24,1,236,2902,8.13,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2023",24,1,276,2845,9.7,NA,NA,NA,NA
